text,author
"hlæste onfeng . ða wæs on burgum Beowulf Scyldinga , leof leodcyning , longe þrage folcum gefræge fæder ellor hwearf",Anonymous
", aldor of earde , oþþæt him eft onwoc heah Healfdene ; heold þenden lifde , gamol ond guðreouw ,",Anonymous
"glæde Scyldingas . ðæm feower bearn forð gerimed in worold wocun , weoroda ræswan , Heorogar ond Hroðgar ond Halga",Anonymous
"til ; hyrde ic þæt wæs Onelan cwen , Heaðoscilfingas healsgebedda . þa wæs Hroðgare heresped gyfen , wiges weorðmynd",Anonymous
", þæt him his winemagas georne hyrdon , oðð þæt seo geogoð geweox , magodriht micel . Him on mod",Anonymous
"bearn þæt healreced hatan wolde , medoærn micel , men gewyrcean þonne yldo bearn æfre gefrunon , ond þær on",Anonymous
"innan eall gedælan geongum ond ealdum , swylc him god sealde , buton folcscare ond feorum gumena . ða ic",Anonymous
"wide gefrægn weorc gebannan manigre mægþe geond þisne middangeard , folcstede frætwan . Him on fyrste gelomp , ædre mid",Anonymous
"yldum , þæt hit wearð ealgearo , healærna mæst ; scop him Heort naman se þe his wordes geweald wide",Anonymous
"hæfde . He beot ne aleh , beagas dælde , sinc æt symle . Sele hlifade , heah ond horngeap",Anonymous
", heaðowylma bad , laðan liges ; ne wæs hit lenge þa gen þæt se ecghete aþumsweorum , æfter wælniðe",Anonymous
"wæcnan scolde . ða se ellengæst earfoðlice þrage geþolode , se þe in þystrum bad , þæt he dogora gehwam",Anonymous
"dream gehyrde hludne in healle ; þær wæs hearpan sweg , swutol sang scopes . Sægde se þe cuþe frumsceaft",Anonymous
"fira feorran reccan , cwæð þæt se ælmihtiga eorðan worhte , wlitebeorhtne wang , swa wæter bebugeð , gesette sigehreþig",Anonymous
"sunnan ond monan leoman to leohte landbuendum ond gefrætwade foldan sceatas leomum ond leafum , lif eac gesceop cynna gehwylcum",Anonymous
"þara ðe cwice hwyrfaþ . Swa ða drihtguman dreamum lifdon eadiglice , oððæt an ongan fyrene fremman feond on helle",Anonymous
". Wæs se grimma gæst Grendel haten , mære mearcstapa , se þe moras heold , fen ond fæsten ;",Anonymous
"fifelcynnes eard wonsæli wer weardode hwile , siþðan him scyppend forscrifen hæfde in Caines cynne . þone cwealm gewræc ece",Anonymous
"drihten , þæs þe he Abel slog ; ne gefeah he þære fæhðe , ac he hine feor forwræc ,",Anonymous
"metod for þy mane , mancynne fram . þanon untydras ealle onwocon , eotenas ond ylfe ond orcneas , swylce",Anonymous
"gigantas , þa wið gode wunnon lange þrage ; he him ðæs lean forgeald . Gewat ða neosian , syþðan",Anonymous
"niht becom , hean huses , hu hit Hringdene æfter beorþege gebun hæfdon . Fand þa ðær inne æþelinga gedriht",Anonymous
"swefan æfter symble ; sorge ne cuðon , wonsceaft wera . Wiht unhælo , grim ond grædig , gearo sona",Anonymous
"wæs , reoc ond reþe , ond on ræste genam þritig þegna , þanon eft gewat huðe hremig to ham",Anonymous
"faran , mid þære wælfylle wica neosan . ða wæs on uhtan mid ærdæge Grendles guðcræft gumum undyrne ; þa",Anonymous
"wæs æfter wiste wop up ahafen , micel morgensweg . Mære þeoden , æþeling ærgod , unbliðe sæt , þolode",Anonymous
"ðryðswyð , þegnsorge dreah , syðþan hie þæs laðan last sceawedon , wergan gastes ; wæs þæt gewin to strang",Anonymous
", lað ond longsum . Næs hit lengra fyrst , ac ymb ane niht eft gefremede morðbeala mare ond no",Anonymous
"mearn fore , fæhðe ond fyrene ; wæs to fæst on þam . þa wæs eaðfynde þe him elles hwær",Anonymous
"gerumlicor ræste sohte , bed æfter burum , ða him gebeacnod wæs , gesægd soðlice sweotolan tacne healðegnes hete ;",Anonymous
"heold hyne syðþan fyr ond fæstor se þæm feonde ætwand . Swa rixode ond wið rihte wan , ana wið",Anonymous
"eallum , oðþæt idel stod husa selest . Wæs seo hwil micel ; XII wintra tid torn geþolode wine Scyldinga",Anonymous
", weana gehwelcne , sidra sorga . Forðam secgum wearð , ylda bearnum , undyrne cuð , gyddum geomore ,",Anonymous
"þætte Grendel wan hwile wið Hroþgar , heteniðas wæg , fyrene ond fæhðe fela missera , singale sæce , sibbe",Anonymous
"ne wolde wið manna hwone mægenes Deniga , feorhbealo feorran , fea þingian , ne þær nænig witena wenan þorfte",Anonymous
"beorhtre bote to banan folmum , ac se æglæca ehtende wæs , deorc deaþscua , duguþe ond geogoþe , seomade",Anonymous
"ond syrede , sinnihte heold mistige moras . men ne cunnon hwyder helrunan hwyrftum scriþað . Swa fela fyrena feond",Anonymous
"mancynnes , atol angengea , oft gefremede , heardra hynða . Heorot eardode , sincfage sel sweartum nihtum ; no",Anonymous
"he þone gifstol gretan moste , maþðum for metode , ne his myne wisse . þæt wæs wræc micel wine",Anonymous
"Scyldinga , modes brecða . Monig oft gesæt rice to rune ; ræd eahtedon hwæt swiðferhðum selest wære wið færgryrum",Anonymous
"to gefremmanne . Hwilum hie geheton æt hærgtrafum wigweorþunga , wordum bædon þæt him gastbona geoce gefremede wið þeodþreaum .",Anonymous
"Swylc wæs þeaw hyra , hæþenra hyht ; helle gemundon in modsefan , metod hie ne cuþon , dæda demend",Anonymous
", ne wiston hie drihten god , ne hie huru heofena helm herian ne cuþon , wuldres waldend . Wa",Anonymous
"bið þæm ðe sceal þurh sliðne nið sawle bescufan in fyres fæþm , frofre ne wenan , wihte gewendan ;",Anonymous
wel bið þæm þe mot æfter deaðdæge drihten secean ond to fæder fæþmum freoðo wilnian . Swa ða mælceare maga,Anonymous
"Healfdenes singala seað , ne mihte snotor hæleð wean onwendan ; wæs þæt gewin to swyð , laþ ond longsum",Anonymous
", þe on ða leode becom , nydwracu niþgrim , nihtbealwa mæst . þæt fram ham gefrægn Higelaces þegn ,",Anonymous
"god mid Geatum , Grendles dæda ; se wæs moncynnes mægenes strengest on þæm dæge þysses lifes , æþele ond",Anonymous
"eacen . Het him yðlidan godne gegyrwan , cwæð , hu guðcyning ofer swanrade secean wolde , mærne þeoden ,",Anonymous
"þa him wæs manna þearf . ðone siðfæt him snotere ceorlas lythwon logon , þeah he him leof wære ;",Anonymous
"hwetton higerofne , hæl sceawedon . Hæfde se goda Geata leoda cempan gecorone þara þe he cenoste findan mihte ;",Anonymous
"XVna sum sundwudu sohte ; secg wisade , lagucræftig mon , landgemyrcu . Fyrst forð gewat . Flota wæs on",Anonymous
"yðum , bat under beorge . Beornas gearwe on stefn stigon ; streamas wundon , sund wið sande ; secgas",Anonymous
"bæron on bearm nacan beorhte frætwe , guðsearo geatolic ; guman ut scufon , weras on wilsið , wudu bundenne",Anonymous
". Gewat þa ofer wægholm , winde gefysed , flota famiheals fugle gelicost , oðþæt ymb antid oþres dogores wundenstefna",Anonymous
"gewaden hæfde þæt ða liðende land gesawon , brimclifu blican , beorgas steape , side sænæssas ; þa wæs sund",Anonymous
"liden , eoletes æt ende . þanon up hraðe Wedera leode on wang stigon , sæwudu sældon syrcan hrysedon ,",Anonymous
"guðgewædo , gode þancedon þæs þe him yþlade eaðe wurdon . þa of wealle geseah weard Scildinga , se þe",Anonymous
"holmclifu healdan scolde , beran ofer bolcan beorhte randas , fyrdsearu fuslicu ; hine fyrwyt bræc modgehygdum , hwæt þa",Anonymous
"men wæron . Gewat him þa to waroðe wicge ridan þegn Hroðgares , þrymmum cwehte mægenwudu mundum , meþelwordum frægn",Anonymous
": Hwæt syndon ge searohæbbendra , byrnum werede , þe þus brontne ceol ofer lagustræte lædan cwomon , hider ofer",Anonymous
"holmas ? le wæs endesæta , ægwearde heold , þe on land Dena laðra nænig mid scipherge sceðþan ne meahte",Anonymous
". No her cuðlicor cuman ongunnon lindhæbbende ; ne ge leafnesword guðfremmendra gearwe ne wisson , maga gemedu . Næfre",Anonymous
"ic maran geseah eorla ofer eorþan ðonne is eower sum , secg on searwum ; nis þæt seldguma , wæpnum",Anonymous
"geweorðad , næfne him his wlite leoge , ænlic ansyn . Nu ic eower sceal frumcyn witan , ær ge",Anonymous
"fyr heonan , leassceaweras , on land Dena furþur feran . Nu ge feorbuend , mereliðende , minne gehyrað anfealdne",Anonymous
"geþoht : Ofost is selest to gecyðanne hwanan eowre cyme syndon . Him se yldesta ondswarode , werodes wisa ,",Anonymous
"wordhord onleac : We synt gumcynnes Geata leode ond Higelaces heorðgeneatas . Wæs min fæder folcum gecyþed , æþele ordfruma",Anonymous
", Ecgþeow haten . Gebad wintra worn , ær he on weg hwurfe , gamol of geardum ; hine gearwe",Anonymous
"geman witena welhwylc wide geond eorþan . We þurh holdne hige hlaford þinne , sunu Healfdenes , secean cwomon ,",Anonymous
"leodgebyrgean ; wes þu us larena god . Habbað we to þæm mæran micel ærende , Deniga frean , ne",Anonymous
"sceal þær dyrne sum wesan , þæs ic wene . þu wast gif hit is swa we soþlice secgan hyrdon",Anonymous
"þæt mid Scyldingum sceaðona ic nat hwylc , deogol dædhata , deorcum nihtum eaweð þurh egsan uncuðne nið , hynðu",Anonymous
"ond hrafyl . Ic þæs Hroðgar mæg þurh rumne sefan ræd gelæran , hu he frod ond god feond oferswyðeþ",Anonymous
", gyf him edwendan æfre scolde bealuwa bisigu , bot eft cuman , ond þa cearwylmas colran wurðaþ ; oððe",Anonymous
